tra_type,nst07,unit,geo\time	2022 	2021 	2020 	2019 	2018 	2017 	2016 	2015 	2014 	2013 	2012 	2011 	2010 	2009 	2008 
HIRE,TOTAL,MIO_TKM,HR	11506 	11628 	10383 	10856 	10671 	10022 	9614 	8681 	7536 	7319 	6800 	6842 	6588 	7141 	8274 
HIRE,TOTAL,MIO_TKM,HU	33319 	32214 	28279 	33024 	33760 	35923 	35566 	35174 	34186 	32501 	30373 	30641 	29429 	30744 	31344 
HIRE,TOTAL,MIO_TKM,IE	8962 	9059 	8265 	8931 	8334 	8738 	8823 	7478 	7522 	6941 	7622 	7593 	7753 	8209 	11994 
HIRE,TOTAL,MIO_TKM,IT	144338 	138095 	126218 	130911 	117399 	111569 	104040 	107543 	108077 	117017 	112982 	129072 	160048 	150439 	162966 
HIRE,TOTAL,MIO_TKM,LT	52539 	56427 	54019 	51698 	42175 	37803 	29712 	25150 	26674 	24980 	22145 	20297 	18188 	16388 	18878 
HIRE,TOTAL,MIO_TKM,LU	4001 	3856 	3326 	3776 	3771 	3276 	3272 	3711 	6396 	6853 	6388 	7712 	7626 	7142 	7795 
HIRE,TOTAL,MIO_TKM,LV	13616 	14126 	12589 	14004 	13885 	13912 	13243 	13692 	12638 	11795 	11148 	11099 	9654 	7065 	11392 
HIRE,TOTAL,MIO_TKM,ME	: 	44 	33 	32 	36 	46 	55 	: 	: 	: 	: 	: 	: 	: 	: 
HIRE,TOTAL,MIO_TKM,MK	: 	: 	296 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HIRE,TOTAL,MIO_TKM,NL	58078 	61249 	58925 	60403 	60967 	59421 	58638 	59290 	62630 	62283 	57939 	63192 	65337 	61497 	66985 
HIRE,TOTAL,MIO_TKM,NO	20618 	18590 	17133 	17406 	17301 	17424 	17256 	17965 	16620 	17120 	16218 	14840 	15550 	14907 	15991 
HIRE,TOTAL,MIO_TKM,PL	346971 	342471 	319381 	313116 	281717 	301815 	261176 	232030 	220159 	215969 	193695 	178267 	172976 	152638 	141005 
HIRE,TOTAL,MIO_TKM,PT	30075 	28654 	21327 	27991 	29285 	30344 	31251 	28266 	30352 	33982 	26495 	31774 	30272 	30091 	31567 
HIRE,TOTAL,MIO_TKM,RO	50638 	49399 	43776 	48940 	47319 	43823 	38117 	30335 	26424 	24861 	21036 	18273 	17803 	16355 	38240 
HIRE,TOTAL,MIO_TKM,SE	44404 	44080 	39618 	38791 	39893 	38112 	38794 	37252 	36018 	28297 	28430 	30949 	31244 	30452 	35991 
HIRE,TOTAL,MIO_TKM,SI	22785 	23331 	21479 	22651 	20889 	18939 	17235 	15983 	14573 	14669 	14530 	15039 	14599 	13439 	14893 
HIRE,TOTAL,MIO_TKM,SK	29988 	28452 	29812 	31921 	33580 	33379 	34088 	31815 	29593 	28525 	28141 	28106 	26183 	25909 	27027 
HIRE,TOTAL,MIO_TKM,UK	: 	: 	: 	118540 	118637 	114608 	111298 	104869 	95104 	95291 	100603 	93540 	98157 	89586 	111732 
HIRE,TOTAL,THS_T,AT	208247 	216702 	202336 	220678 	218002 	212191 	207715 	193329 	194713 	181097 	189183 	195347 	185420 	193948 	213132 
HIRE,TOTAL,THS_T,BE	198137 	203119 	193635 	198573 	208001 	216504 	196114 	207728 	215117 	217682 	215589 	207436 	214873 	216630 	246498 
HIRE,TOTAL,THS_T,BG	86184 	88030 	81891 	60564 	78426 	94472 	84622 	86473 	76656 	80513 	66183 	62143 	48372 	55265 	65524 
HIRE,TOTAL,THS_T,CH	204133 	189048 	204396 	195157 	187569 	190770 	172199 	172121 	173651 	172908 	187740 	189166 	181148 	175667 	185761 
HIRE,TOTAL,THS_T,CY	21577 	14585 	11885 	13688 	14524 	12170 	9139 	7527 	7493 	7179 	11570 	13728 	16390 	15046 	18354 
HIRE,TOTAL,THS_T,CZ	335732 	365376 	324361 	354549 	346396 	319062 	313980 	323176 	282688 	245042 	241423 	246269 	253144 	252253 	297321 
HIRE,TOTAL,THS_T,DE	2427157 	2439818 	2419555 	2490346 	2488938 	2444264 	2377117 	2280256 	2260870 	2169600 	2110675 	2167248 	1966815 	1752597 	1917644 
HIRE,TOTAL,THS_T,DK	143717 	140925 	149123 	141114 	139713 	149472 	157222 	152349 	148824 	141602 	143663 	144784 	133548 	118768 	158659 
HIRE,TOTAL,THS_T,EE	22860 	24890 	20070 	24941 	25003 	25415 	30237 	25102 	23667 	27574 	28093 	28788 	23795 	25125 	37052 
HIRE,TOTAL,THS_T,EL	109867 	107342 	88082 	94701 	95487 	88704 	109906 	87544 	93935 	71080 	110428 	92490 	146183 	127403 	138560 
HIRE,TOTAL,THS_T,ES	1369797 	1400537 	1262678 	1326289 	1268299 	1214656 	1096140 	1083555 	1013595 	960838 	1048614 	1233104 	1295159 	1407369 	1689269 
HIRE,TOTAL,THS_T,EU27_2020	10367817 	10416349 	9814138 	10156805 	9914509 	9578469 	9129100 	8909930 	8787628 	8541693 	8611402 	9220549 	9191986 	8936879 	10075489 
HIRE,TOTAL,THS_T,FI	219190 	230745 	226842 	231784 	242680 	238539 	237125 	234370 	235139 	232313 	252299 	261046 	285694 	287175 	335214 
HIRE,TOTAL,THS_T,FR	1223916 	1238755 	1138376 	1221739 	1198196 	995791 	970443 	1000679 	1096499 	1165329 	1191366 	1267904 	1236089 	1200370 	1405754 
HIRE,TOTAL,THS_T,HR	47724 	47015 	44296 	49012 	40163 	38966 	37212 	33903 	30886 	33488 	32199 	35087 	34538 	42990 	55576 
HIRE,TOTAL,THS_T,HU	171161 	176600 	151674 	169789 	164831 	159552 	156856 	158181 	146715 	130540 	126729 	138101 	149174 	170974 	190888 
HIRE,TOTAL,THS_T,IE	96450 	93467 	81748 	94347 	88517 	90060 	92638 	75984 	75348 	69524 	68264 	68494 	75693 	86455 	145137 
HIRE,TOTAL,THS_T,IT	912926 	857228 	796558 	830980 	765788 	716164 	717125 	753119 	745277 	793023 	830071 	976880 	1107002 	1023204 	1047281 
HIRE,TOTAL,THS_T,LT	88094 	97268 	93127 	84910 	73576 	62037 	50133 	44094 	41786 	36762 	33296 	31415 	29101 	28106 	36439 
HIRE,TOTAL,THS_T,LU	19567 	18925 	16612 	19683 	18860 	16962 	18084 	17673 	26532 	29190 	27360 	35363 	35252 	29682 	32415 
HIRE,TOTAL,THS_T,LV	67465 	67889 	60263 	60547 	59953 	51961 	51198 	49399 	47952 	44596 	38413 	38670 	32912 	25698 	39844 
HIRE,TOTAL,THS_T,ME	: 	165 	157 	195 	210 	185 	203 	: 	: 	: 	: 	: 	: 	: 	: 
HIRE,TOTAL,THS_T,MK	: 	: 	3015 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
HIRE,TOTAL,THS_T,NL	562150 	566302 	549881 	550526 	549079 	535657 	519763 	494851 	488531 	481797 	480636 	501102 	508119 	442619 	482392 
HIRE,TOTAL,THS_T,NO	193069 	183417 	169919 	166449 	176483 	175138 	181463 	170370 	168727 	179358 	158952 	139732 	146618 	147734 	170943 
HIRE,TOTAL,THS_T,PL	1155841 	1154500 	1091071 	1096150 	998373 	1096686 	947955 	885901 	868304 	854671 	805266 	836277 	767374 	747015 	688795 
HIRE,TOTAL,THS_T,PT	106899 	92299 	84165 	93028 	95968 	95060 	93941 	99537 	99256 	105381 	91938 	137055 	134494 	152930 	157790 
HIRE,TOTAL,THS_T,RO	140677 	135756 	115409 	114718 	108465 	105848 	94865 	87186 	74789 	69499 	62432 	62199 	58805 	67805 	136845 
HIRE,TOTAL,THS_T,SE	432469 	444353 	411064 	401622 	426968 	399495 	382306 	363414 	336172 	249276 	259369 	286428 	292442 	301596 	340651 
HIRE,TOTAL,THS_T,SI	70399 	70110 	64674 	68063 	62167 	60472 	54399 	48974 	48259 	45478 	42287 	48138 	52111 	48644 	61711 
HIRE,TOTAL,THS_T,SK	129612 	123814 	134764 	144460 	138140 	138306 	122866 	115626 	108625 	98619 	104056 	105051 	109485 	117212 	136743 
HIRE,TOTAL,THS_T,UK	: 	: 	: 	876418 	889139 	862651 	858548 	879763 	799369 	767105 	813395 	769785 	821112 	743001 	1005747 
NSP,GT01,MIO_TKM,BE	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NSP,GT01,MIO_TKM,EU27_2020	: 	: 	: 	: 	3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NSP,GT01,THS_T,BE	: 	: 	: 	: 	: u	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NSP,GT01,THS_T,EU27_2020	: 	: 	: 	: 	23 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NSP,GT03,MIO_TKM,CH	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 
NSP,GT03,THS_T,CH	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 
NSP,GT04,MIO_TKM,CH	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 
NSP,GT04,THS_T,CH	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	4 	: 	: 
NSP,GT09,MIO_TKM,CH	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	0 	: 	: 
NSP,GT09,THS_T,CH	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	68 	: 	: 
NSP,GT16,MIO_TKM,CH	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 
NSP,GT16,THS_T,CH	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 
NSP,GT17,MIO_TKM,CH	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 
NSP,GT17,THS_T,CH	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 
NSP,GT19,MIO_TKM,CH	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 
NSP,GT19,THS_T,CH	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 
NSP,GT20,MIO_TKM,CH	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 
NSP,GT20,THS_T,CH	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: u	: 	: 
NSP,TOTAL,MIO_TKM,BE	: 	: 	: 	: 	3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NSP,TOTAL,MIO_TKM,CH	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	1 	: 	: 
NSP,TOTAL,MIO_TKM,EU27_2020	: 	: 	: 	: 	3 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NSP,TOTAL,THS_T,BE	: 	: 	: 	: 	23 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
NSP,TOTAL,THS_T,CH	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	121 	: 	: 
NSP,TOTAL,THS_T,EU27_2020	: 	: 	: 	: 	23 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OWN,GT01,MIO_TKM,AT	808 	950 	859 	736 	718 	701 	678 	745 	638 	627 	627 	653 	654 	557 	659 
OWN,GT01,MIO_TKM,BE	724 	952 	1029 	676 	713 	957 	934 	862 	709 	716 	566 	769 	614 	663 	657 
OWN,GT01,MIO_TKM,BG	719 	992 	794 	758 	663 	778 	621 	537 	562 	612 	546 	579 	610 	519 	520 
OWN,GT01,MIO_TKM,CH	367 	440 	284 	299 	347 	277 	332 	331 	703 	492 	540 	353 	332 	332 	279 
OWN,GT01,MIO_TKM,CY	75 	42 	26 	41 	55 	53 	39 	26 	30 	40 	82 	37 	28 	29 	55 
OWN,GT01,MIO_TKM,CZ	1296 	1085 	1001 	919 	871 	969 	1038 	999 	767 	716 	678 	701 	685 	590 	666 
OWN,GT01,MIO_TKM,DE	3062 	3509 	3548 	3694 	3679 	3871 	3856 	4225 	4311 	4174 	4443 	4824 	5122 	5527 	5510 
OWN,GT01,MIO_TKM,DK	428 	413 	351 	474 	482 	438 	552 	371 	482 	350 	361 	487 	537 	363 	324 
OWN,GT01,MIO_TKM,EE	68 	52 	34 	65 	61 	84 	121 	94 	152 	137 	123 	88 	139 	83 	50 
OWN,GT01,MIO_TKM,EL	906 	1008 	1067 	908 	1361 	1538 	1238 	1187 	1115 	1035 	1077 	904 	1262 	1164 	916 
OWN,GT01,MIO_TKM,ES	1867 	2144 	1873 	2197 	1918 	1795 	2110 	2012 	1739 	1865 	1833 	1914 	1848 	2120 	2272 
OWN,GT01,MIO_TKM,EU27_2020	26869 	28905 	27370 	27125 	27213 	31073 	29793 	28795 	29755 	28230 	27488 	27413 	27890 	28115 	26844 
OWN,GT01,MIO_TKM,FI	201 	204 	232 	107 	226 	228 	279 	350 	220 	146 	128 	253 	211 	163 	156 
OWN,GT01,MIO_TKM,FR	4369 	3890 	3876 	4102 	4433 	7798 	7291 	6272 	6879 	6983 	5898 	5489 	5278 	4543 	4870 
OWN,GT01,MIO_TKM,HR	180 	171 	249 	121 	113 	174 	149 	138 	148 	165 	116 	143 	131 	123 	143 
OWN,GT01,MIO_TKM,HU	308 	693 	507 	502 	597 	565 	530 	537 	672 	595 	573 	636 	726 	695 	697 
OWN,GT01,MIO_TKM,IE	298 	266 	241 	333 	209 	251 	244 	271 	270 	241 	281 	294 	305 	271 	352 
OWN,GT01,MIO_TKM,IT	750 	744 	839 	794 	837 	879 	958 	1029 	1033 	1188 	958 	1202 	1724 	1468 	1125 
OWN,GT01,MIO_TKM,LT	447 	541 	573 	492 	494 	413 	392 	398 	459 	430 	494 	362 	335 	320 	266 
OWN,GT01,MIO_TKM,LU	121 	105 	193 	173 	75 	53 	64 	62 	103 	113 	89 	37 	39 	27 	23 
OWN,GT01,MIO_TKM,LV	305 	222 	251 	231 	259 	225 	240 	253 	265 	223 	326 	323 	252 	245 	226 
OWN,GT01,MIO_TKM,ME	: 	3 	1 	1 	1 	1 	1 	: 	: 	: 	: 	: 	: 	: 	: 
OWN,GT01,MIO_TKM,MK	: 	: 	150 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OWN,GT01,MIO_TKM,NL	1380 	1554 	1519 	1415 	1486 	1271 	1529 	1580 	2041 	1778 	1678 	1818 	1815 	2063 	1910 
OWN,GT01,MIO_TKM,NO	450 	227 	430 	328 	681 	339 	424 	548 	511 	528 	401 	380 	468 	535 	752 
OWN,GT01,MIO_TKM,PL	5638 	6093 	5598 	5112 	5139 	5155 	3922 	4105 	4831 	3959 	4458 	3773 	3581 	3752 	2887 
OWN,GT01,MIO_TKM,PT	369 	680 	427 	773 	731 	751 	700 	805 	703 	565 	712 	797 	764 	925 	1181 
OWN,GT01,MIO_TKM,RO	1591 	1466 	1266 	1307 	1048 	1108 	844 	878 	722 	689 	561 	440 	522 	1247 	612 
OWN,GT01,MIO_TKM,SE	428 	587 	473 	425 	453 	407 	769 	477 	362 	424 	518 	488 	273 	283 	350 
OWN,GT01,MIO_TKM,SI	260 	285 	209 	266 	253 	326 	287 	257 	269 	243 	179 	222 	196 	163 	150 
OWN,GT01,MIO_TKM,SK	272 	256 	337 	504 	340 	285 	410 	324 	272 	217 	183 	182 	241 	210 	266 
OWN,GT01,MIO_TKM,UK	: 	: 	: 	3650 	3567 	3128 	3422 	3131 	2835 	3714 	4199 	4294 	4012 	3441 	4007 
OWN,GT01,THS_T,AT	11869 	14004 	12909 	9446 	9747 	9847 	9305 	8366 	8228 	7147 	8098 	7977 	7931 	7041 	7891 
OWN,GT01,THS_T,BE	5745 	8297 	8207 	5906 	7111 	8294 	7012 	8589 	5747 	5415 	5144 	5642 	4630 	5509 	5000 
OWN,GT01,THS_T,BG	7172 	11695 	8786 	12156 	8554 	11886 	8139 	7331 	7893 	7740 	7161 	7318 	8754 	6048 	6754 
OWN,GT01,THS_T,CH	6848 	6510 	4255 	5460 	6076 	5598 	6530 	6200 	8787 	7278 	6526 	5555 	5923 	4406 	5992 
OWN,GT01,THS_T,CY	2065 	1214 	1024 	1146 	1789 	1567 	1165 	796 	671 	1093 	1757 	705 	705 	944 	981 
OWN,GT01,THS_T,CZ	18879 	16531 	18063 	21693 	19299 	22177 	21593 	22425 	18954 	23445 	19518 	22065 	23587 	24411 	28588 
OWN,GT01,THS_T,DE	34385 	36984 	36184 	38859 	38505 	39658 	39710 	45678 	45909 	38739 	44957 	47431 	45712 	52130 	55135 
OWN,GT01,THS_T,DK	8521 	6168 	5279 	5063 	6459 	7810 	6823 	6050 	6812 	5345 	7297 	7972 	6334 	4263 	3544 
OWN,GT01,THS_T,EE	865 	963 	478 	766 	685 	898 	841 	393 	752 	590 	763 	964 	1124 	552 	671 
OWN,GT01,THS_T,EL	10106 	11541 	12128 	11087 	14441 	13597 	14500 	13658 	12504 	11556 	10747 	9513 	12524 	10510 	9950 
OWN,GT01,THS_T,ES	25896 	30441 	24566 	29060 	26640 	26561 	28225 	25095 	23037 	23265 	22559 	22748 	23018 	24987 	27103 
OWN,GT01,THS_T,EU27_2020	305426 	315077 	292465 	306578 	303743 	350227 	355171 	357001 	357661 	347819 	337085 	330383 	328147 	327662 	343695 
OWN,GT01,THS_T,FI	1358 	1653 	2786 	2028 	1759 	1977 	3168 	2669 	3308 	2971 	2391 	3938 	2432 	3380 	2358 
OWN,GT01,THS_T,FR	54809 	48819 	46498 	46588 	52045 	95675 	98976 	98749 	101543 	108944 	97046 	84914 	79618 	72541 	82151 
OWN,GT01,THS_T,HR	1854 	1648 	1843 	1275 	1143 	1792 	1729 	1308 	1484 	1422 	1063 	1230 	1010 	1165 	1159 
OWN,GT01,THS_T,HU	4190 	6701 	4978 	6021 	5700 	6229 	6362 	7469 	8506 	7605 	6924 	7861 	10107 	8946 	11014 
OWN,GT01,THS_T,IE	4669 	4003 	3573 	4217 	2936 	3126 	3309 	3825 	3632 	3542 	4330 	4203 	3714 	3198 	3767 
OWN,GT01,THS_T,IT	11414 	10343 	10865 	12681 	11287 	11102 	12174 	14095 	13742 	13857 	12654 	14853 	17993 	12365 	13253 
OWN,GT01,THS_T,LT	4241 	4724 	3848 	4248 	3992 	3864 	3486 	3954 	4215 	4236 	4420 	3659 	3467 	3715 	3582 
OWN,GT01,THS_T,LU	862 	920 	1563 	1088 	551 	582 	731 	688 	510 	772 	675 	509 	549 	306 	270 
OWN,GT01,THS_T,LV	3815 	3009 	3413 	2998 	4089 	3692 	4589 	3566 	4381 	3358 	3752 	3477 	3340 	3017 	3002 
OWN,GT01,THS_T,ME	: 	13 	6 	18 	15 	11 	18 	: 	: 	: 	: 	: 	: 	: 	: 
OWN,GT01,THS_T,MK	: 	: 	152 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
OWN,GT01,THS_T,NL	12789 	14649 	13879 	13253 	12683 	11744 	14290 	15268 	16194 	15810 	15094 	15547 	14836 	15010 	14350 
OWN,GT01,THS_T,NO	3198 	3110 	3786 	2772 	7993 	3460 	3751 	3140 	3013 	3147 	3589 	3403 	2889 	3688 	4382 
OWN,GT01,THS_T,PL	43869 	44067 	38795 	37501 	38992 	36506 	33394 	34041 	38521 	34593 	36324 	32923 	33393 	32244 	29348 
OWN,GT01,THS_T,PT	5561 	5799 	3999 	8746 	9202 	7771 	8845 	8461 	8725 	7019 	6523 	7801 	7553 	10284 	12688 
OWN,GT01,THS_T,RO	14031 	15291 	12751 	12202 	10825 	11576 	8372 	9154 	7587 	7689 	4988 	5006 	4357 	13338 	6743 
OWN,GT01,THS_T,SE	6612 	7147 	6215 	5269 	5840 	4374 	9002 	5249 	6400 	4478 	6300 	6330 	3565 	3760 	4620 
OWN,GT01,THS_T,SI	3271 	3298 	2876 	2617 	3109 	3313 	2926 	3388 	2919 	2924 	1965 	2474 	2356 	2119 	2153 
OWN,GT01,THS_T,SK	6577 	5168 	6961 	10665 	6360 	4608 	6507 	6734 	5486 	4264 	4638 	3322 	5538 	5879 	7619 
OWN,GT01,THS_T,UK	: 	: 	: 	30940 	32502 	32879 	32409 	31096 	30896 	35608 	46074 	45136 	48024 	42763 	46228 
OWN,GT02,MIO_TKM,AT	29 	49 	37 	74 	40 	36 	49 	38 	39 	55 	42 	69 	40 	23 	32 
OWN,GT02,MIO_TKM,BE	11 	: u	: 	9 	: u	: u	: u	36 	4 	25 	6 	9 	4 	15 	3 
OWN,GT02,MIO_TKM,BG	30 	15 	51 	19 	23 	21 	78 	111 	67 	12 	21 	40 	105 	91 	27 
OWN,GT02,MIO_TKM,CH	: u	22 	4 	: u	: u	: u	22 	: u	4 	5 	: u	13 	: u	: u	8 
OWN,GT02,MIO_TKM,CZ	37 	63 	68 	69 	85 	124 	51 	40 	63 	30 	72 	65 	60 	32 	69 
OWN,GT02,MIO_TKM,DE	17 	19 	17 	9 	13 	46 	18 	26 	39 	27 	20 	42 	39 	218 	282 
OWN,GT02,MIO_TKM,DK	: u	: 	: 	: u	: 	: 	: u	0 	: u	2 	: u	: u	: u	: 	: u
OWN,GT02,MIO_TKM,EE	: 	: 	: 	: 	: 	: 	5 	: 	: u	1 	: 	: 	: 	11 	: u
OWN,GT02,MIO_TKM,EL	145 	66 	142 	136 	257 	169 	29 	221 	64 	288 	135 	442 	209 	149 	82 
OWN,GT02,MIO_TKM,ES	3 	2 	0 	0 	3 	0 	13 	4 	1 	: u	6 	3 	6 	23 	29 
OWN,GT02,MIO_TKM,EU27_2020	1974 	2273 	1939 	1674 	1653 	2308 	2531 	2163 	1656 	1998 	1606 	2388 	2010 	2136 	1766 
OWN,GT02,MIO_TKM,FI	: 	18 	: u	: u	: u	: 	5 	: u	: 	: 	: 	: 	: 	: 	: 
OWN,GT02,MIO_TKM,FR	46 	28 	39 	55 	52 	20 	79 	90 	97 	106 	64 	115 	73 	165 	11 
OWN,GT02,MIO_TKM,HR	26 	24 	18 	18 	23 	34 	10 	8 	9 	12 	10 	1 	16 	9 	21 
OWN,GT02,MIO_TKM,HU	12 	23 	4 	1 	12 	20 	38 	23 	5 	14 	22 	29 	22 	12 	31 
OWN,GT02,MIO_TKM,IE	39 	58 	56 	45 	31 	32 	29 	29 	10 	16 	13 	15 	27 	75 	48 
OWN,GT02,MIO_TKM,IT	95 	119 	107 	141 	123 	145 	69 	55 	132 	125 	78 	105 	89 	140 	151 
OWN,GT02,MIO_TKM,LT	8 	5 	17 	6 	13 	10 	7 	9 	7 	15 	8 	9 	22 	31 	13 
OWN,GT02,MIO_TKM,LU	14 	22 	15 	11 	2 	13 	9 	11 	19 	10 	1 	8 	10 	20 	26 
OWN,GT02,MIO_TKM,LV	: 	: 	: 	4 	: u	: 	: 	: 	: 	4 	1 	: 	: 	1 	: u
OWN,GT02,MIO_TKM,ME	: 	4 	15 	11 	7 	8 	16 	: 	: 	: 	: 	: 	: 	: 	: 
OWN,GT02,MIO_TKM,NL	26 	21 	40 	31 	45 	: u	63 	12 	: 	21 	: 	0 	3 	12 	6 
OWN,GT02,MIO_TKM,NO	: 	: 	: 	: u	: 	: u	: 	: 	: 	: 	: u	: 	: 	: 	: 
OWN,GT02,MIO_TKM,PL	1335 	1697 	1234 	988 	887 	1598 	1940 	1420 	1056 	1195 	1070 	1401 	1252 	988 	888 
OWN,GT02,MIO_TKM,PT	: u	: u	: u	: u	: u	0 	0 	1 	: u	: 	: u	: 	: u	: u	: u
OWN,GT02,MIO_TKM,RO	90 	33 	37 	47 	25 	25 	20 	15 	37 	24 	18 	30 	27 	93 	44 
OWN,GT02,MIO_TKM,SE	: 	: 	39 	: 	: u	: 	: u	: 	: 	: 	: 	: u	: 	: 	: 
OWN,GT02,MIO_TKM,SI	: 	: 	: 	: 	: 	: u	: u	: u	5 	: 	5 	1 	: 	: u	1 
OWN,GT02,MIO_TKM,SK	10 	: u	15 	9 	0 	1 	: u	: 	0 	: u	: u	: 	: u	20 	3 
OWN,GT02,MIO_TKM,UK	: 	: 	: 	125 	54 	59 	67 	297 	216 	37 	92 	110 	235 	351 	329 
OWN,GT02,THS_T,AT	314 	475 	556 	642 	417 	321 	462 	331 	447 	498 	498 	516 	300 	307 	376 
OWN,GT02,THS_T,BE	113 	: u	: 	196 	: u	: u	: u	102 	80 	254 	69 	36 	133 	304 	224 
OWN,GT02,THS_T,BG	206 	231 	302 	223 	1270 	351 	516 	851 	1295 	1843 	1471 	810 	391 	975 	561 
OWN,GT02,THS_T,CH	: u	219 	174 	: u	: u	: u	711 	: u	106 	48 	: u	372 	: u	: u	319 
OWN,GT02,THS_T,CZ	1063 	1366 	1667 	2402 	2134 	3675 	966 	566 	1625 	767 	1507 	1293 	1613 	842 	916 
OWN,GT02,THS_T,DE	181 	181 	89 	217 	189 	733 	253 	606 	741 	772 	842 	455 	1351 	6028 	8189 
OWN,GT02,THS_T,DK	: u	: 	: 	: u	: 	: 	: u	30 	: u	54 	: u	: u	: u	: 	: u
OWN,GT02,THS_T,EE	: 	: 	: 	: 	: 	: 	326 	: 	: u	43 	: 	: 	: 	101 	: u
OWN,GT02,THS_T,EL	18909 	3746 	10826 	20801 	32883 	23300 	9702 	47229 	14682 	73336 	54304 	74775 	46990 	20734 	15876 
OWN,GT02,THS_T,ES	18 	49 	23 	49 	55 	17 	333 	149 	187 	: u	232 	482 	223 	181 	2473 
OWN,GT02,THS_T,EU27_2020	31186 	23475 	26647 	40479 	48255 	43179 	34565 	64059 	33370 	93151 	77041 	92560 	67285 	45671 	41954 
OWN,GT02,THS_T,FI	: 	1263 	: u	: u	: u	: 	5490 	: u	: 	: 	: 	: 	: 	: 	: 
OWN,GT02,THS_T,FR	471 	434 	479 	719 	1273 	244 	696 	1429 	1683 	1039 	1191 	798 	949 	3263 	460 
OWN,GT02,THS_T,HR	157 	193 	166 	157 	263 	325 	108 	100 	114 	120 	83 	22 	161 	69 	205 
OWN,GT02,THS_T,HU	183 	121 	67 	17 	186 	134 	386 	172 	84 	138 	194 	342 	230 	147 	547 
OWN,GT02,THS_T,IE	313 	451 	478 	552 	291 	356 	464 	450 	149 	284 	210 	191 	574 	1019 	1096 
OWN,GT02,THS_T,IT	1278 	1478 	1054 	2788 	1346 	1600 	908 	1294 	2170 	1656 	902 	1419 	2930 	2668 	1556 
OWN,GT02,THS_T,LT	176 	70 	90 	66 	115 	82 	60 	78 	57 	89 	149 	91 	108 	229 	109 
OWN,GT02,THS_T,LU	96 	117 	226 	100 	27 	88 	81 	102 	160 	46 	39 	156 	152 	334 	271 
OWN,GT02,THS_T,LV	: 	: 	: 	40 	: u	: 	: 	: 	: 	34 	24 	: 	: 	37 	: u
OWN,GT02,THS_T,ME	: 	46 	116 	113 	58 	89 	215 	: 	: 	: 	: 	: 	: 	: 	: 
OWN,GT02,THS_T,NL	194 	156 	338 	288 	209 	: u	283 	96 	: 	140 	: 	16 	113 	56 	40 
OWN,GT02,THS_T,NO	: 	: 	: 	: u	: 	: u	: 	: 	: 	: 	: u	: 	: 	: 	: 
OWN,GT02,THS_T,PL	6804 	12723 	9197 	10317 	7071 	11575 	13237 	10137 	8880 	11751 	14923 	10527 	10431 	6563 	7471 
OWN,GT02,THS_T,PT	: u	: u	: u	: u	: u	4 	7 	14 	: u	: 	: u	: 	: u	: u	: u
OWN,GT02,THS_T,RO	677 	380 	275 	744 	385 	210 	151 	209 	898 	182 	270 	593 	600 	1687 	1258 
OWN,GT02,THS_T,SE	: 	: 	638 	: 	: u	: 	: u	: 	: 	: 	: 	: u	: 	: 	: 
OWN,GT02,THS_T,SI	: 	: 	: 	: 	: 	: u	: u	: u	14 	: 	33 	8 	: 	: u	11 
OWN,GT02,THS_T,SK	29 	: u	71 	24 	21 	59 	: u	: 	79 	: u	: u	: 	: u	89 	277 
